INCIDENT_KEY,_addr,_desc,INC_DATE
AZ_08293_02202020_204289_0,120 E RIO SALADO Tempe AZ 85281,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Chips, including wood chips
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Wood chips, sawdust, shavings
Cause of Ignition: Intentional
Human Factors #4: Possibly mentally disabled
Equipment Involved: Oven, rotisserie
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 8.0
Building Height: Stories Below Grade: 2.0
Total Square Feet: 14360.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Multiple detectors and power supplies
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate
Number of Sprinklers Operating: 0.0",2020-02-20
AZ_08293_02252020_204755_0,420 N SCOTTSDALE RD Tempe AZ 85281,"Number of Residential Units: 360.0
Number of Buildings Involved: 1.0
Area of Origin: Exterior balcony, unenclosed porch
Heat Source: Heat from other open flame or smoking materials
Item First Ignited: Rubbish, trash, or waste
Type of Material: Paper, including cellulose, waxed paper
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Human Factors #2: Possibly impaired by alcohol or drugs
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 7.0
Building Height: Stories Below Grade: 1.0
Total Square Feet: 639229.0
Fire Origin (starting story): 3.0
Item Contributing Most to Spread: Magazine, newspaper, writing paper
Type Material Contributing Most To Spread: Plastic
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Hardwire with battery
Detector Operation: Failed to Operate
Detector Failure Reason: Battery missing or disconnected
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate",2020-02-25
AZ_08293_02262020_204884_0,4920 S WENDLER DR Tempe AZ 85282,"On Site Materials #1: Accessories, other
Material Storage Use #1: Bulk storage or warehousing
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 10000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Unknown
Detector Operation: Fire too small to operate
AES Presence: Present",2020-02-26
AZ_08293_02272020_204930_0,2141 S INDUSTRIAL PARK AVE Tempe AZ 85282,"Number of Residential Units: 0.0
Number of Buildings Involved: 1.0
Less Than One Acre: Y
Area of Origin: Corridor, mall
Heat Source: Heat from other open flame or smoking materials
Item First Ignited: Goods not made up, including fabrics & yard goods
Type of Material: Wood or paper, processed, other
Cause of Ignition: Cause under investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 26492.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Unknown
Detector Operation: Fire too small to operate
AES Presence: Undetermined",2020-02-27
AZ_08293_02272020_204908_0,600 W GROVE Tempe AZ 85283,"Number of Residential Units: 8.0
Number of Buildings Involved: 1.0
On Site Materials #1: Charcoal
Area of Origin: Bathroom, checkroom, lavatory, locker room
Heat Source: Cigarette lighter
Item First Ignited: Structural member or framing
Type of Material: Coal, coke, briquettes, peat
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Human Factors #2: Possibly impaired by alcohol or drugs
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 8616.0
Fire Origin (starting story): 2.0
Item Contributing Most to Spread: Structural member or framing
Type Material Contributing Most To Spread: Coal, coke, briquettes, peat
Detector Presence: Detectors Present
Detector Type: More than 1 type present
Detector Power: Hardwire with battery
Detector Operation: Failed to Operate
Detector Failure Reason: Battery missing or disconnected
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate
Number of Sprinklers Operating: 0.0",2020-02-27
AZ_08293_03012020_205271_0,1831 E APACHE Tempe AZ 85281,"Number of Residential Units: 115.0
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Cooking materials, including edible materials
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 3.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 172500.0
Fire Origin (starting story): 3.0
Item Contributing Most to Spread: Cooking materials, including edible materials
Type Material Contributing Most To Spread: Cooking oil, transformer or lubricating oil
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Plug in with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Fire too small to Operate",2020-03-01
AZ_08293_03012020_205275_0,525 W SOUTHERN AVE Tempe AZ 85282,"Number of Residential Units: 6.0
Number of Buildings Involved: 1.0
Area of Origin: Common room, den, family room, living room, lounge
Heat Source: Heat from other open flame or smoking materials
Item First Ignited: Item First Ignited, Other
Type of Material: Type of material first ignited, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1000.0
Fire Origin (starting story): 2.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2020-03-01
AZ_08293_03022020_205281_0,1831 E APACHE Tempe AZ 85281,"Number of Residential Units: 115.0
Area of Origin: Cooking area, kitchen
Heat Source: Heat from powered equipment, other
Item First Ignited: Cooking materials, including edible materials
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Equipment unattended
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 3.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 172500.0
Fire Origin (starting story): 3.0
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present
AES Operation: Fire too small to Operate",2020-03-02
AZ_08293_03022020_205304_0,2024 W 1ST ST Tempe AZ 85281,"Area of Origin: Engine area, running gear, wheel area
Heat Source: Arcing
Item First Ignited: Item First Ignited, Other
Type of Material: Plastic
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Electrical failure, malfunction, other",2020-03-02
AZ_08293_03032020_205439_0,100 E LAKEVIEW DR Tempe AZ 85281,"Number of Residential Units: 0.0
Not Residential Flag: Y
Number of Buildings Involved: 2.0
Area of Origin: Highway, parking lot, street: on or near
Heat Source: Cigarette
Item First Ignited: Item First Ignited, Other
Type of Material: Paper, including cellulose, waxed paper
Cause of Ignition: Intentional
Fire Spread: Confined to building of origin
Structure Type: Structure type, other
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 25.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Structural member or framing
Type Material Contributing Most To Spread: Plastic
Detector Presence: None Present
AES Presence: None Present",2020-03-03
AZ_08293_03042020_205532_0,930 E UNIVERSITY DR Tempe AZ 85281,"Not Residential Flag: Y
Number of Buildings Involved: 1.0
Area of Origin: Exterior stairway, ramp, or fire escape
Heat Source: Cigarette lighter
Item First Ignited: Rubbish, trash, or waste
Type of Material: Multiple types of material
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Suppression Factors #1: Violation of fire, building or life safety code
Suppression Factors #2: Storage, improper",2020-03-04
AZ_08293_03072020_205774_0,9845 S PRIEST DR Tempe AZ 85284,"Not Residential Flag: Y
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Hot or smoldering object, other
Item First Ignited: Cooking materials, including edible materials
Type of Material: Food, starch, excluding fat and grease (Code 31)
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Abandoned or discarded materials or products
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 8611.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Sprinkler, water flow detection
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: No occupants
AES Presence: Present
AES Type: Wet pipe sprinkler
AES Operation: Operated and Effective
Number of Sprinklers Operating: 1.0",2020-03-07
AZ_08293_03072020_205791_0,7740 S BUTTE AVE Tempe AZ 85284,"Number of Residential Units: 0.0
Area of Origin: Storage area, other
Heat Source: Spark, ember or flame from operating equipment
Item First Ignited: Organic materials, other
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.",2020-03-07
AZ_08293_03092020_205949_0,1923 E 5TH ST Tempe AZ 85281,"Area of Origin: Vehicle area, other
Heat Source: Hot or smoldering object, other
Item First Ignited: Rubbish, trash, or waste
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2020-03-09
AZ_08293_03092020_205992_0,1975 E UNIVERSITY DR Tempe AZ 85281,"Not Residential Flag: Y
Area of Origin: Engine area, running gear, wheel area
Heat Source: Undetermined
Item First Ignited: Undetermined
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation",2020-03-09
AZ_08293_03132020_206352_0,1715 S CUTLER DR Tempe AZ 85281,"Number of Residential Units: 20.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 500.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: Undetermined",2020-03-13
AZ_08293_03142020_206410_0,2245 W CARSON DR Tempe AZ 85282,"Number of Residential Units: 13.0
Number of Buildings Involved: 1.0
Acres Burned: 0.0
Area of Origin: Cooking area, kitchen
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Undetermined
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Human Factors #3: Unattended or unsupervised person
Equipment Involved: Range, stove with/without oven, cooking surface
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1024.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Cabinetry (including built-in)
Type Material Contributing Most To Spread: Fiberboard, particleboard, and hardboard
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2020-03-14
AZ_08492_03142020_0102767_0,4849 S Darrow DR Tempe AZ 85283,"Number of Residential Units: 1.0
Number of Buildings Involved: 0.0
Acres Burned: 0.0
Area of Origin: Common room, den, family room, living room, lounge
Heat Source: Heat from powered equipment, other
Item First Ignited: Conveyor belt, drive belt, V-belt
Confined To Origin: Fire Spread was Confined to Object of Origin
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Equipment Involved: Washer/dryer combination (within one frame)
Fire Spread: Confined to object of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 7500.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2020-03-14
AZ_08293_03212020_206894_0,1115 S SMITH RD Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Other factor contributed to ignition
Structure Type: Structure type, other",2020-03-21
AZ_08293_03212020_206937_0,401 S ROBERT RD Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Heat source too close to combustibles.
Structure Type: Structure type, other",2020-03-21
AZ_08293_03212020_206956_0,2232 E APACHE Tempe AZ 85281,"Not Residential Flag: Y
Area of Origin: Vacant structural area
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Type of Material: Hay, straw
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Misuse of material or product, other
0.0
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: Vacant and unsecured
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 5000.0
Fire Origin (starting story): 1.0
Detector Presence: None Present
AES Presence: None Present",2020-03-21
AZ_08293_03222020_206986_0,219 E PIERCE ST Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Courtyard, patio, porch, terrace
Heat Source: Heat source: other
Item First Ignited: Item First Ignited, Other
Confined To Origin: Fire Spread was Confined to Object of Origin
Type of Material: Type of material first ignited, other
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Other factor contributed to ignition
Equipment Involved: Air conditioner",2020-03-22
AZ_08293_03232020_207021_0,620 E MCKELLIPS RD Tempe AZ 85281,"Number of Residential Units: 1.0
Area of Origin: Corridor, mall
Heat Source: Heat from powered equipment, other
Item First Ignited: Structural component or finish, other
Type of Material: Natural gas
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Misuse of material or product, other
Human Factors #1: Asleep
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 0.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1200.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2020-03-23
AZ_08293_03252020_207199_0,361 S 52ND ST Tempe AZ 85281,"Area of Origin: Undetermined
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined",2020-03-25
AZ_08293_03262020_207288_0,281 E CALLE DE ARCOS Tempe AZ 85284,"Number of Residential Units: 1.0
Number of Buildings Involved: 1.0
Area of Origin: Common room, den, family room, living room, lounge
Heat Source: Undetermined
Item First Ignited: Undetermined
Type of Material: Undetermined
Cause of Ignition: Cause undetermined after investigation
Factors Contributing To Ignition #1: Undetermined
Equipment Involved: Personal or household equipment, other
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 2813.0
Fire Origin (starting story): 1.0
Item Contributing Most to Spread: Undetermined
Type Material Contributing Most To Spread: Undetermined
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Hardwire with battery
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2020-03-26
AZ_08293_04012020_207646_0,1901 E APACHE Tempe AZ 85281,"Number of Residential Units: 28.0
Number of Buildings Involved: 1.0
Area of Origin: Cooking area, kitchen
Heat Source: Radiated, conducted heat from operating equipment
Item First Ignited: Cooking materials, including edible materials
Type of Material: Cooking oil, transformer or lubricating oil
Cause of Ignition: Intentional
Human Factors #2: Possibly impaired by alcohol or drugs
Equipment Involved: Range, stove with/without oven, cooking surface
Suppression Factors #1: Intoxication, drugs or alcohol
Suppression Factors #2: Alarm System inappropriately shut off
Suppression Factors #3: Trouble finding location
Fire Spread: Confined to floor of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 3.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 7137.0
Fire Origin (starting story): 3.0
Item Contributing Most to Spread: Cabinetry (including built-in)
Type Material Contributing Most To Spread: Sawn wood, including all finished lumber
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Battery Only
Detector Operation: Failed to Operate
Detector Failure Reason: Battery missing or disconnected
AES Presence: None Present",2020-04-01
AZ_08293_04012020_207684_0,400 W BASELINE RD Tempe AZ 85282,"Area of Origin: Open area - outside; included are farmland, field
Heat Source: Hot or smoldering object, other
Item First Ignited: Undetermined
Cause of Ignition: Intentional
Factors Contributing To Ignition #1: Other factor contributed to ignition
Human Factors #6: Multiple persons involved",2020-04-01
AZ_08293_04022020_207725_0,2120 E 6TH ST Tempe AZ 85281,"On Site Materials #1: Construction, machinery, metals, other
Material Storage Use #1: Processing or manufacturing
Area of Origin: Technical processing areas, other
Heat Source: Heat from powered equipment, other
Item First Ignited: Electrical wire, cable insulation
Cause of Ignition: Failure of equipment or heat source
Factors Contributing To Ignition #1: Mechanical failure, malfunction, other
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1000.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Combination smoke - heat
Detector Power: Hardwire Only
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: Present",2020-04-02
AZ_08293_04022020_207728_0,920 S TERRACE RD Tempe AZ 85281,"Number of Residential Units: 0.0
Area of Origin: Interior stairway or ramp
Heat Source: Undetermined
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Undetermined
Fire Spread: Confined to building of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 2.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 0.0
Fire Origin (starting story): 1.0
Detector Presence: Undetermined
AES Presence: Undetermined",2020-04-02
AZ_08293_04032020_207777_0,1110 E BROADMOR DR Tempe AZ 85282,"Number of Residential Units: 1.0
Area of Origin: Bedroom - < 5 persons; included are jail or prison
Heat Source: Heat from powered equipment, other
Item First Ignited: Undetermined
Cause of Ignition: Unintentional
Factors Contributing To Ignition #1: Electrical failure, malfunction, other
Human Factors #1: Asleep
Fire Spread: Confined to room of origin
Structure Type: Enclosed building
Structure Status: In normal use
Building Height: Stories Above Grade: 1.0
Building Height: Stories Below Grade: 0.0
Total Square Feet: 1500.0
Fire Origin (starting story): 1.0
Detector Presence: Detectors Present
Detector Type: Smoke
Detector Power: Unknown
Detector Operation: Operated
Detector Effectiveness: Alerted Occupants
AES Presence: None Present",2020-04-03
